code,name,ticker
002413,雷科防务,002413.sz
002414,高德红外,002414.sz
002415,海康威视,002415.sz
002416,爱施德,002416.sz
002418,康盛股份,002418.sz
002419,天虹股份,002419.sz
002420,毅昌科技,002420.sz
002421,达实智能,002421.sz
002422,科伦药业,002422.sz
002423,中粮资本,002423.sz
002424,ST百灵,002424.sz
002425,ST凯文,002425.sz
002426,胜利精密,002426.sz
002427,尤夫股份,002427.sz
002428,云南锗业,002428.sz
002429,兆驰股份,002429.sz
002430,杭氧股份,002430.sz
002431,棕榈股份,002431.sz
002432,九安医疗,002432.sz
002434,万里扬,002434.sz
002436,兴森科技,002436.sz
002437,誉衡药业,002437.sz
002438,江苏神通,002438.sz
002439,启明星辰,002439.sz
002440,闰土股份,002440.sz
002441,众业达,002441.sz
002442,龙星化工,002442.sz
002443,金洲管道,002443.sz
002444,巨星科技,002444.sz
002445,中南文化,002445.sz
002446,盛路通信,002446.sz
002448,中原内配,002448.sz
002449,国星光电,002449.sz
002451,摩恩电气,002451.sz
002452,长高电新,002452.sz
002453,华软科技,002453.sz
002454,松芝股份,002454.sz
002455,百川股份,002455.sz
002456,欧菲光,002456.sz
002457,青龙管业,002457.sz
002458,益生股份,002458.sz
002459,晶澳科技,002459.sz
002460,赣锋锂业,002460.sz
002461,珠江啤酒,002461.sz
002462,嘉事堂,002462.sz
002463,沪电股份,002463.sz
002465,海格通信,002465.sz
002466,天齐锂业,002466.sz
002467,二六三,002467.sz
002468,申通快递,002468.sz
002469,三维化学,002469.sz
002470,金正大,002470.sz
002471,中超控股,002471.sz
002472,双环传动,002472.sz
002474,榕基软件,002474.sz
002475,立讯精密,002475.sz
002476,宝莫股份,002476.sz
